week_start,report_week,side,direction,rank,stock_name,stock_code,value_sgd_m
2025-12-08,8 December 2025,retail,buy,4,Genting Singapore,G13,16.546284
2025-12-08,8 December 2025,retail,buy,5,ComfortDelGro,C52,10.798673
2025-12-08,8 December 2025,retail,buy,6,CapitaLand Ascendas REIT,A17U,10.453352
2025-12-08,8 December 2025,retail,buy,7,CapitaLand Investment,9CI,7.495492
2025-12-08,8 December 2025,retail,buy,8,CapitaLand Integrated Commercial Trust,C38U,6.939001
2025-12-08,8 December 2025,retail,buy,9,Seatrium,5E2,5.336791
2025-12-08,8 December 2025,retail,buy,10,Yangzijiang Maritime,8YZ,5.3243385
2025-12-08,8 December 2025,retail,sell,1,Yangzijiang Shipbuilding,BS6,-31.318829
2025-12-08,8 December 2025,retail,sell,2,DBS,D05,-28.333108
2025-12-08,8 December 2025,retail,sell,3,OCBC,O39,-25.09913
2025-12-08,8 December 2025,retail,sell,4,Hongkong Land,H78,-22.3321886662
2025-12-08,8 December 2025,retail,sell,5,iFast Corporation,AIY,-10.984151
2025-12-08,8 December 2025,retail,sell,6,SATS,S58,-9.84307
2025-12-08,8 December 2025,retail,sell,7,Venture Corporation,V03,-8.237556
2025-12-08,8 December 2025,retail,sell,8,ST Engineering,S63,-6.762518
2025-12-08,8 December 2025,retail,sell,9,UOB,U11,-5.995587
2025-12-08,8 December 2025,retail,sell,10,Marco Polo Marine,5LY,-3.440764399999999
2025-12-15,15 December 2025,institutional,buy,1,SATS,S58,57.074956
2025-12-15,15 December 2025,institutional,buy,2,OCBC,O39,50.060928
2025-12-15,15 December 2025,institutional,buy,3,City Developments,C09,47.963135
2025-12-15,15 December 2025,institutional,buy,4,UOB,U11,35.38833
2025-12-15,15 December 2025,institutional,buy,5,CapitaLand Integrated Commercial Trust,C38U,18.573239
2025-12-15,15 December 2025,institutional,buy,6,NTT DC REIT,NTDU,16.74376836795
2025-12-15,15 December 2025,institutional,buy,7,CapitaLand Investment,9CI,13.134803
2025-12-15,15 December 2025,institutional,buy,8,Keppel REIT,K71U,11.10012
2025-12-15,15 December 2025,institutional,buy,9,Suntec REIT,T82U,9.096394
2025-12-15,15 December 2025,institutional,buy,10,Wilmar International,F34,6.661591
2025-12-15,15 December 2025,institutional,sell,1,Singtel,Z74,-48.92081810000001
2025-12-15,15 December 2025,institutional,sell,2,DBS,D05,-30.068183
2025-12-15,15 December 2025,institutional,sell,3,Keppel DC REIT,AJBU,-29.700139
2025-12-15,15 December 2025,institutional,sell,4,Yangzijiang Shipbuilding,BS6,-29.52224
2025-12-15,15 December 2025,institutional,sell,5,Jardine Matheson,J36,-21.9507678853
2025-12-15,15 December 2025,institutional,sell,6,Genting Singapore,G13,-19.792656
2025-12-15,15 December 2025,institutional,sell,7,Hongkong Land,H78,-17.577021907
2025-12-15,15 December 2025,institutional,sell,8,SIA,C6L,-14.540932
2025-12-15,15 December 2025,institutional,sell,9,Seatrium,5E2,-11.417729
2025-12-15,15 December 2025,institutional,sell,10,Yangzijiang Financial,YF8,-11.115559
2025-12-15,15 December 2025,retail,buy,1,DBS,D05,63.385122
2025-12-15,15 December 2025,retail,buy,2,Yangzijiang Shipbuilding,BS6,36.180879
2025-12-15,15 December 2025,retail,buy,3,Singtel,Z74,34.9995423
2025-12-15,15 December 2025,retail,buy,4,Sembcorp Industries,U96,23.496627
2025-12-15,15 December 2025,retail,buy,5,Seatrium,5E2,22.198188
2025-12-15,15 December 2025,retail,buy,6,Genting Singapore,G13,17.928567
2025-12-15,15 December 2025,retail,buy,7,Keppel,BN4,16.755212
2025-12-15,15 December 2025,retail,buy,8,Keppel DC REIT,AJBU,13.594789
2025-12-15,15 December 2025,retail,buy,9,ST Engineering,S63,12.525217
2025-12-15,15 December 2025,retail,buy,10,Yangzijiang Maritime,8YZ,11.3444275
2025-12-15,15 December 2025,retail,sell,1,SATS,S58,-65.088328
2025-12-15,15 December 2025,retail,sell,2,City Developments,C09,-53.967923
2025-12-15,15 December 2025,retail,sell,3,CapitaLand Investment,9CI,-12.702649
2025-12-15,15 December 2025,retail,sell,4,UOB,U11,-6.95708
2025-12-15,15 December 2025,retail,sell,5,OCBC,O39,-6.164018
2025-12-15,15 December 2025,retail,sell,6,CNMC Goldmine,5TP,-5.814834
2025-12-15,15 December 2025,retail,sell,7,Marco Polo Marine,5LY,-4.9134045
2025-12-15,15 December 2025,retail,sell,8,CapitaLand Integrated Commercial Trust,C38U,-4.099515
2025-12-15,15 December 2025,retail,sell,9,Wee Hur,E3B,-3.876332
2025-12-15,15 December 2025,retail,sell,10,Frasers Logistics & Commercial Trust,BUOU,-3.863157
2025-12-22,22 December 2025,institutional,buy,1,DBS,D05,21.097848
2025-12-22,22 December 2025,institutional,buy,2,Keppel,BN4,19.195584
2025-12-22,22 December 2025,institutional,buy,3,SATS,S58,17.754082
2025-12-22,22 December 2025,institutional,buy,4,Yangzijiang Shipbuilding,BS6,16.467152
2025-12-22,22 December 2025,institutional,buy,5,City Developments,C09,15.117869
2025-12-22,22 December 2025,institutional,buy,6,SGX,S68,9.549434
2025-12-22,22 December 2025,institutional,buy,7,Venture Corporation,V03,9.180862
2025-12-22,22 December 2025,institutional,buy,8,Keppel Infrastructure Trust,A7RU,8.82182
2025-12-22,22 December 2025,institutional,buy,9,ComfortDelGro,C52,6.553461
2025-12-22,22 December 2025,institutional,buy,10,Hongkong Land,H78,6.333209494899999
2025-12-22,22 December 2025,institutional,sell,1,UOB,U11,-38.597262
2025-12-22,22 December 2025,institutional,sell,2,Seatrium,5E2,-11.471864
2025-12-22,22 December 2025,institutional,sell,3,Singtel,Z74,-11.3285684
2025-12-22,22 December 2025,institutional,sell,4,OCBC,O39,-5.9252
2025-12-22,22 December 2025,institutional,sell,5,Yangzijiang Financial,YF8,-5.893103
2025-12-22,22 December 2025,institutional,sell,6,Jardine Matheson,J36,-5.3559124465
2025-12-22,22 December 2025,institutional,sell,7,Marco Polo Marine,5LY,-4.7005023
2025-12-22,22 December 2025,institutional,sell,8,Frencken Group,E28,-4.33952
2025-12-22,22 December 2025,institutional,sell,9,Yangzijiang Maritime,8YZ,-3.536681
2025-12-22,22 December 2025,institutional,sell,10,Nam Cheong,1MZ,-2.870416
2025-12-22,22 December 2025,retail,buy,1,Marco Polo Marine,5LY,8.5311138
2025-12-22,22 December 2025,retail,buy,2,Yangzijiang Maritime,8YZ,5.8017475
2025-12-22,22 December 2025,retail,buy,3,Thai Beverage,Y92,5.7155585
2025-12-22,22 December 2025,retail,buy,4,OCBC,O39,5.10827
2025-12-22,22 December 2025,retail,buy,5,Frencken Group,E28,3.981762
2025-12-22,22 December 2025,retail,buy,6,Jardine Matheson,J36,3.6559600308
2025-12-22,22 December 2025,retail,buy,7,Yangzijiang Financial,YF8,3.635148
2025-12-22,22 December 2025,retail,buy,8,Sunpower,5GD,2.693056
2025-12-22,22 December 2025,retail,buy,9,Keppel DC REIT,AJBU,2.337651
2025-12-22,22 December 2025,retail,buy,10,Frasers Centrepoint Trust,J69U,1.640835
2025-12-22,22 December 2025,retail,sell,1,DBS,D05,-66.83969
2025-12-22,22 December 2025,retail,sell,2,Keppel,BN4,-28.272109
2025-12-22,22 December 2025,retail,sell,3,Yangzijiang Shipbuilding,BS6,-22.670048
2025-12-22,22 December 2025,retail,sell,4,SATS,S58,-17.594258
2025-12-22,22 December 2025,retail,sell,5,SGX,S68,-16.273582
2025-12-22,22 December 2025,retail,sell,6,UOB,U11,-15.596098
2025-12-22,22 December 2025,retail,sell,7,ST Engineering,S63,-13.716028
2025-12-22,22 December 2025,retail,sell,8,Venture Corporation,V03,-13.286763
2025-12-22,22 December 2025,retail,sell,9,ComfortDelGro,C52,-6.613355
2025-12-22,22 December 2025,retail,sell,10,iFast Corporation,AIY,-5.99559
2025-12-29,29 December 2025,institutional,buy,1,SATS,S58,12.266547
2025-12-29,29 December 2025,institutional,buy,2,Nio,NIO,9.102624253680002
2025-12-29,29 December 2025,institutional,buy,3,Jardine Matheson,J36,8.861548251700002
2025-12-29,29 December 2025,institutional,buy,4,City Developments,C09,8.413445
2025-12-29,29 December 2025,institutional,buy,5,Keppel,BN4,7.000417
2025-12-29,29 December 2025,institutional,buy,6,Seatrium,5E2,5.799372
2025-12-29,29 December 2025,institutional,buy,7,Keppel DC REIT,AJBU,5.244017
2025-12-29,29 December 2025,institutional,buy,8,Jardine Cycle & Carriage,C07,4.709814
2025-12-29,29 December 2025,institutional,buy,9,CSE Global,544,4.232484
2025-12-29,29 December 2025,institutional,buy,10,CapitaLand Investment,9CI,3.943387
2025-12-29,29 December 2025,institutional,sell,1,DBS,D05,-83.72833
2025-12-29,29 December 2025,institutional,sell,2,OCBC,O39,-29.034892
2025-12-29,29 December 2025,institutional,sell,3,UOB,U11,-21.919451
2025-12-29,29 December 2025,institutional,sell,4,SGX,S68,-18.269836
2025-12-29,29 December 2025,institutional,sell,5,Singtel,Z74,-16.9289976
2025-12-29,29 December 2025,institutional,sell,6,Wilmar International,F34,-8.72814
2025-12-29,29 December 2025,institutional,sell,7,Yangzijiang Financial,YF8,-8.41
2025-12-29,29 December 2025,institutional,sell,8,ST Engineering,S63,-7.98141
2025-12-29,29 December 2025,institutional,sell,9,Thai Beverage,Y92,-7.3237085
2025-12-29,29 December 2025,institutional,sell,10,SIA,C6L,-4.915774
2025-12-29,29 December 2025,retail,buy,1,DBS,D05,47.728336
2025-12-29,29 December 2025,retail,buy,2,SGX,S68,11.206997
2025-12-29,29 December 2025,retail,buy,3,OCBC,O39,7.169376
2025-12-29,29 December 2025,retail,buy,4,Yangzijiang Financial,YF8,6.484786
2025-12-29,29 December 2025,retail,buy,5,Thai Beverage,Y92,5.4080395
2025-12-29,29 December 2025,retail,buy,6,Wilmar International,F34,4.900119
2025-12-29,29 December 2025,retail,buy,7,Genting Singapore,G13,4.351444
2025-12-29,29 December 2025,retail,buy,8,Marco Polo Marine,5LY,3.9411648
2025-12-29,29 December 2025,retail,buy,9,Yangzijiang Shipbuilding,BS6,3.573103
2025-12-29,29 December 2025,retail,buy,10,Yangzijiang Maritime,8YZ,3.1035285
2025-12-29,29 December 2025,retail,sell,1,Keppel,BN4,-17.603968
2025-12-29,29 December 2025,retail,sell,2,Seatrium,5E2,-12.608984
2025-12-29,29 December 2025,retail,sell,3,CapitaLand Investment,9CI,-12.467553
2025-12-29,29 December 2025,retail,sell,4,SATS,S58,-9.680595
2025-12-29,29 December 2025,retail,sell,5,CSE Global,544,-8.3061935
2025-12-29,29 December 2025,retail,sell,6,City Developments,C09,-6.565273
2025-12-29,29 December 2025,retail,sell,7,SIA,C6L,-6.219447
2025-12-29,29 December 2025,retail,sell,8,CapitaLand Ascendas REIT,A17U,-6.087217
2025-12-29,29 December 2025,retail,sell,9,Sembcorp Industries,U96,-4.424014
2025-12-29,29 December 2025,retail,sell,10,Nam Cheong,1MZ,-4.1241785
2026-01-05,5 January 2026,institutional,buy,1,Yangzijiang Shipbuilding,BS6,34.787594
2026-01-05,5 January 2026,institutional,buy,2,City Developments,C09,31.699035
2026-01-05,5 January 2026,institutional,buy,3,Hongkong Land,H78,29.87364787229999
2026-01-05,5 January 2026,institutional,buy,4,SGX,S68,25.918755
2026-01-05,5 January 2026,institutional,buy,5,CapitaLand Investment,9CI,25.858705
2026-01-05,5 January 2026,institutional,buy,6,ST Engineering,S63,18.207111
2026-01-05,5 January 2026,institutional,buy,7,UOL,U14,17.110121
2026-01-05,5 January 2026,institutional,buy,8,Jardine Matheson,J36,15.85889863150001
2026-01-05,5 January 2026,institutional,buy,9,Venture Corporation,V03,14.39011
2026-01-05,5 January 2026,institutional,buy,10,CapitaLand Integrated Commercial Trust,C38U,14.2491027
2026-01-05,5 January 2026,institutional,sell,1,Singtel,Z74,-72.1830285
2026-01-05,5 January 2026,institutional,sell,2,DBS,D05,-70.843292
2026-01-05,5 January 2026,institutional,sell,3,Frasers Centrepoint Trust,J69U,-25.136317
2026-01-05,5 January 2026,institutional,sell,4,Sembcorp Industries,U96,-24.285793
2026-01-05,5 January 2026,institutional,sell,5,Keppel DC REIT,AJBU,-11.836164
2026-01-05,5 January 2026,institutional,sell,6,Yangzijiang Financial,YF8,-11.713533
2026-01-05,5 January 2026,institutional,sell,7,CapitaLand Ascendas REIT,A17U,-9.087283
2026-01-05,5 January 2026,institutional,sell,8,ComfortDelGro,C52,-7.810049
2026-01-05,5 January 2026,institutional,sell,9,SingPost,S08,-7.8031731
2026-01-05,5 January 2026,institutional,sell,10,Yangzijiang Maritime,8YZ,-7.2671708
2026-01-05,5 January 2026,retail,buy,1,DBS,D05,112.103201
2026-01-05,5 January 2026,retail,buy,2,Singtel,Z74,71.84206259999999
2026-01-05,5 January 2026,retail,buy,3,OCBC,O39,44.177978
2026-01-05,5 January 2026,retail,buy,4,Sembcorp Industries,U96,32.029497
2026-01-05,5 January 2026,retail,buy,5,Frasers Centrepoint Trust,J69U,17.867985
2026-01-05,5 January 2026,retail,buy,6,Keppel DC REIT,AJBU,12.080761
2026-01-05,5 January 2026,retail,buy,7,Yangzijiang Financial,YF8,11.867842
2026-01-05,5 January 2026,retail,buy,8,Yangzijiang Maritime,8YZ,10.271291
2026-01-05,5 January 2026,retail,buy,9,SingPost,S08,7.648678
2026-01-05,5 January 2026,retail,buy,10,Thai Beverage,Y92,5.605013
2026-01-05,5 January 2026,retail,sell,1,ST Engineering,S63,-67.092496
2026-01-05,5 January 2026,retail,sell,2,Yangzijiang Shipbuilding,BS6,-62.777353
2026-01-05,5 January 2026,retail,sell,3,City Developments,C09,-51.462809
2026-01-05,5 January 2026,retail,sell,4,UOB,U11,-40.54538
2026-01-05,5 January 2026,retail,sell,5,CapitaLand Investment,9CI,-31.735455
2026-01-05,5 January 2026,retail,sell,6,Hongkong Land,H78,-20.6488862866
2026-01-05,5 January 2026,retail,sell,7,SGX,S68,-18.134197
2026-01-05,5 January 2026,retail,sell,8,Venture Corporation,V03,-16.13226
2026-01-05,5 January 2026,retail,sell,9,UOL,U14,-14.914252
2026-01-05,5 January 2026,retail,sell,10,Seatrium,5E2,-9.492922
2026-01-12,12 January 2026,institutional,buy,1,OCBC,O39,95.992154
2026-01-12,12 January 2026,institutional,buy,2,ST Engineering,S63,37.542708
2026-01-12,12 January 2026,institutional,buy,3,Hongkong Land,H78,36.17378701570001
2026-01-12,12 January 2026,institutional,buy,4,UOL,U14,23.210658
2026-01-12,12 January 2026,institutional,buy,5,City Developments,C09,21.24347
2026-01-12,12 January 2026,institutional,buy,6,Low Keng Huat,F1E,19.7454765
2026-01-12,12 January 2026,institutional,buy,7,Singtel,Z74,18.2867487
2026-01-12,12 January 2026,institutional,buy,8,SGX,S68,17.515391
2026-01-12,12 January 2026,institutional,buy,9,CapitaLand Investment,9CI,16.318556
2026-01-12,12 January 2026,institutional,buy,10,Wilmar International,F34,15.66628
2026-01-12,12 January 2026,institutional,sell,1,DBS,D05,-53.719379
2026-01-12,12 January 2026,institutional,sell,2,SIA,C6L,-22.272153
2026-01-12,12 January 2026,institutional,sell,3,Sembcorp Industries,U96,-18.397319
2026-01-12,12 January 2026,institutional,sell,4,Jardine Matheson,J36,-12.9699253021
2026-01-12,12 January 2026,institutional,sell,5,Yangzijiang Financial,YF8,-11.9231245
2026-01-12,12 January 2026,institutional,sell,6,Yangzijiang Shipbuilding,BS6,-8.315509
2026-01-12,12 January 2026,institutional,sell,7,CapitaLand Integrated Commercial Trust,C38U,-6.619773
2026-01-12,12 January 2026,institutional,sell,8,Haw Par,H02,-6.383928
2026-01-12,12 January 2026,institutional,sell,9,Frasers Centrepoint Trust,J69U,-6.115017
2026-01-12,12 January 2026,institutional,sell,10,UOB,U11,-5.974806
2026-01-12,12 January 2026,retail,buy,1,DBS,D05,38.126353
2026-01-12,12 January 2026,retail,buy,2,Yangzijiang Shipbuilding,BS6,30.908558
2026-01-12,12 January 2026,retail,buy,3,SIA,C6L,25.132884
2026-01-12,12 January 2026,retail,buy,4,Yangzijiang Financial,YF8,11.528877
2026-01-12,12 January 2026,retail,buy,5,Genting Singapore,G13,8.144657
2026-01-12,12 January 2026,retail,buy,6,Thai Beverage,Y92,6.090534
2026-01-12,12 January 2026,retail,buy,7,SIA Engineering,S59,6.074039
2026-01-12,12 January 2026,retail,buy,8,Yangzijiang Maritime,8YZ,5.7745745
2026-01-12,12 January 2026,retail,buy,9,Olam Group,VC2,4.6343995
2026-01-12,12 January 2026,retail,buy,10,Mapletree Industrial Trust,ME8U,3.862387
2026-01-12,12 January 2026,retail,sell,1,OCBC,O39,-44.359636
2026-01-12,12 January 2026,retail,sell,2,UOB,U11,-43.712485
2026-01-12,12 January 2026,retail,sell,3,ST Engineering,S63,-39.043083
2026-01-12,12 January 2026,retail,sell,4,Keppel,BN4,-23.376231
2026-01-12,12 January 2026,retail,sell,5,iFast Corporation,AIY,-21.431473
2026-01-12,12 January 2026,retail,sell,6,Low Keng Huat,F1E,-19.57933
2026-01-12,12 January 2026,retail,sell,7,City Developments,C09,-15.406306
2026-01-12,12 January 2026,retail,sell,8,SATS,S58,-14.470705
2026-01-12,12 January 2026,retail,sell,9,UOL,U14,-12.646806
2026-01-12,12 January 2026,retail,sell,10,Venture Corporation,V03,-12.17853
2026-01-19,19 January 2026,institutional,buy,1,UOB,U11,139.472689
2026-01-19,19 January 2026,institutional,buy,2,OCBC,O39,115.749959
2026-01-19,19 January 2026,institutional,buy,3,CapitaLand Investment,9CI,47.781209
2026-01-19,19 January 2026,institutional,buy,4,UOL,U14,21.223482
2026-01-19,19 January 2026,institutional,buy,5,Keppel,BN4,21.011054
2026-01-19,19 January 2026,institutional,buy,6,Wilmar International,F34,10.042211
2026-01-19,19 January 2026,institutional,buy,7,City Developments,C09,9.276926
2026-01-19,19 January 2026,institutional,buy,8,Venture Corporation,V03,7.920454
2026-01-19,19 January 2026,institutional,buy,9,Genting Singapore,G13,7.36948
2026-01-19,19 January 2026,institutional,buy,10,SATS,S58,6.781822
2026-01-19,19 January 2026,institutional,sell,1,DBS,D05,-68.116968
2026-01-19,19 January 2026,institutional,sell,2,Yangzijiang Shipbuilding,BS6,-65.48602
2026-01-19,19 January 2026,institutional,sell,3,Seatrium,5E2,-23.371156
2026-01-19,19 January 2026,institutional,sell,4,Sembcorp Industries,U96,-22.119114
2026-01-19,19 January 2026,institutional,sell,5,CapitaLand Integrated Commercial Trust,C38U,-19.9725
2026-01-19,19 January 2026,institutional,sell,6,SGX,S68,-15.564528
2026-01-19,19 January 2026,institutional,sell,7,Yangzijiang Financial,YF8,-10.2735195
2026-01-19,19 January 2026,institutional,sell,8,Keppel REIT,K71U,-8.3296745
2026-01-19,19 January 2026,institutional,sell,9,Keppel DC REIT,AJBU,-8.1502115
2026-01-19,19 January 2026,institutional,sell,10,Mapletree Pan Asia Commercial Trust,N2IU,-4.837377
2026-01-19,19 January 2026,retail,buy,1,DBS,D05,173.716726
2026-01-19,19 January 2026,retail,buy,2,Yangzijiang Shipbuilding,BS6,88.225459
2026-01-19,19 January 2026,retail,buy,3,Seatrium,5E2,34.112835
2026-01-19,19 January 2026,retail,buy,4,Sembcorp Industries,U96,24.548417
2026-01-19,19 January 2026,retail,buy,5,Singtel,Z74,23.2688983
2026-01-19,19 January 2026,retail,buy,6,SGX,S68,20.297151
2026-01-19,19 January 2026,retail,buy,7,CapitaLand Integrated Commercial Trust,C38U,18.620793
2026-01-19,19 January 2026,retail,buy,8,Keppel REIT,K71U,13.390044
2026-01-19,19 January 2026,retail,buy,9,Yangzijiang Financial,YF8,10.80027
2026-01-19,19 January 2026,retail,buy,10,ST Engineering,S63,9.463871
2026-01-19,19 January 2026,retail,sell,1,UOB,U11,-207.027345
2026-01-19,19 January 2026,retail,sell,2,OCBC,O39,-70.099562
2026-01-19,19 January 2026,retail,sell,3,CapitaLand Investment,9CI,-35.754076
2026-01-19,19 January 2026,retail,sell,4,Keppel,BN4,-11.844674
2026-01-19,19 January 2026,retail,sell,5,SIA,C6L,-10.16998
2026-01-19,19 January 2026,retail,sell,6,City Developments,C09,-8.361493
2026-01-19,19 January 2026,retail,sell,7,UOL,U14,-8.14709
2026-01-19,19 January 2026,retail,sell,8,CapitaLand Ascendas REIT,A17U,-7.333343
2026-01-19,19 January 2026,retail,sell,9,SATS,S58,-7.219547
2026-01-19,19 January 2026,retail,sell,10,Hong Leong Asia,H22,-6.674388
2026-01-26,26 January 2026,institutional,buy,1,Singtel,Z74,47.6045879
2026-01-26,26 January 2026,institutional,buy,2,CapitaLand Investment,9CI,27.618787
2026-01-26,26 January 2026,institutional,buy,3,Wilmar International,F34,14.387775
2026-01-26,26 January 2026,institutional,buy,4,Hongkong Land,H78,12.7408956688
2026-01-26,26 January 2026,institutional,buy,5,iFast Corporation,AIY,10.878133
2026-01-26,26 January 2026,institutional,buy,6,Yangzijiang Shipbuilding,BS6,10.198494
2026-01-26,26 January 2026,institutional,buy,7,CNMC Goldmine,5TP,10.077676
2026-01-26,26 January 2026,institutional,buy,8,Frencken Group,E28,7.610389
2026-01-26,26 January 2026,institutional,buy,9,UOB Kay Hian,U10,7.316522
2026-01-26,26 January 2026,institutional,buy,10,CSE Global,544,6.800288
2026-01-26,26 January 2026,institutional,sell,1,DBS,D05,-111.688921
2026-01-26,26 January 2026,institutional,sell,2,OCBC,O39,-58.876317
2026-01-26,26 January 2026,institutional,sell,3,UOB,U11,-50.417859
2026-01-26,26 January 2026,institutional,sell,4,CapitaLand Ascendas REIT,A17U,-36.29431
2026-01-26,26 January 2026,institutional,sell,5,CapitaLand Integrated Commercial Trust,C38U,-27.874506
2026-01-26,26 January 2026,institutional,sell,6,Jardine Matheson,J36,-27.1980030361
2026-01-26,26 January 2026,institutional,sell,7,ST Engineering,S63,-24.181711
2026-01-26,26 January 2026,institutional,sell,8,Jardine Cycle & Carriage,C07,-18.710101
2026-01-26,26 January 2026,institutional,sell,9,Frasers Centrepoint Trust,J69U,-16.827018
2026-01-26,26 January 2026,institutional,sell,10,Sembcorp Industries,U96,-13.164919
2026-01-26,26 January 2026,retail,buy,1,UOB,U11,76.252596
2026-01-26,26 January 2026,retail,buy,2,Yangzijiang Shipbuilding,BS6,23.730608
2026-01-26,26 January 2026,retail,buy,3,OCBC,O39,23.69381
2026-01-26,26 January 2026,retail,buy,4,Jardine Cycle & Carriage,C07,19.18378
2026-01-26,26 January 2026,retail,buy,5,DBS,D05,18.938522
2026-01-26,26 January 2026,retail,buy,6,Frasers Centrepoint Trust,J69U,18.782801
2026-01-26,26 January 2026,retail,buy,7,Seatrium,5E2,13.888221
2026-01-26,26 January 2026,retail,buy,8,Jardine Matheson,J36,12.9495329035
2026-01-26,26 January 2026,retail,buy,9,SIA,C6L,12.290996
2026-01-26,26 January 2026,retail,buy,10,CapitaLand Ascendas REIT,A17U,11.116829
2026-01-26,26 January 2026,retail,sell,1,Singtel,Z74,-52.4736421
2026-01-26,26 January 2026,retail,sell,2,Wilmar International,F34,-24.107829
2026-01-26,26 January 2026,retail,sell,3,CNMC Goldmine,5TP,-15.52317
2026-01-26,26 January 2026,retail,sell,4,CapitaLand Investment,9CI,-13.385309
2026-01-26,26 January 2026,retail,sell,5,Frencken Group,E28,-13.376506
2026-01-26,26 January 2026,retail,sell,6,SGX,S68,-11.392029
2026-01-26,26 January 2026,retail,sell,7,AEM,AWX,-9.977852
2026-01-26,26 January 2026,retail,sell,8,ST Engineering,S63,-9.693111
2026-01-26,26 January 2026,retail,sell,9,UOB Kay Hian,U10,-7.804732
2026-01-26,26 January 2026,retail,sell,10,UOL,U14,-7.67259
2026-02-02,2 February 2026,institutional,buy,1,Keppel,BN4,39.147359
2026-02-02,2 February 2026,institutional,buy,2,SIA,C6L,37.763986
2026-02-02,2 February 2026,institutional,buy,3,Jardine Matheson,J36,16.3379078028
2026-02-02,2 February 2026,institutional,buy,4,City Developments,C09,13.285362
2026-02-02,2 February 2026,institutional,buy,5,Genting Singapore,G13,11.0693165
2026-02-02,2 February 2026,institutional,buy,6,CapitaLand Investment,9CI,10.341069
2026-02-02,2 February 2026,institutional,buy,7,Wilmar International,F34,8.91971
2026-02-02,2 February 2026,institutional,buy,8,UOB,U11,8.13739
2026-02-02,2 February 2026,institutional,buy,9,Venture Corporation,V03,7.218156
2026-02-02,2 February 2026,institutional,buy,10,Jardine Cycle & Carriage,C07,7.016041
2026-02-02,2 February 2026,institutional,sell,1,DBS,D05,-75.262826
2026-02-02,2 February 2026,institutional,sell,2,Yangzijiang Shipbuilding,BS6,-41.718044
2026-02-02,2 February 2026,institutional,sell,3,OCBC,O39,-29.142544
2026-02-02,2 February 2026,institutional,sell,4,iFast Corporation,AIY,-23.763468
2026-02-02,2 February 2026,institutional,sell,5,Keppel REIT,K71U,-17.3595395
2026-02-02,2 February 2026,institutional,sell,6,CapitaLand Ascendas REIT,A17U,-13.434316
2026-02-02,2 February 2026,institutional,sell,7,Hongkong Land,H78,-13.4227890785
2026-02-02,2 February 2026,institutional,sell,8,SGX,S68,-11.87208
2026-02-02,2 February 2026,institutional,sell,9,Mapletree Industrial Trust,ME8U,-10.706832
2026-02-02,2 February 2026,institutional,sell,10,UMS,558,-10.080274
2026-02-02,2 February 2026,retail,buy,1,DBS,D05,143.156332
2026-02-02,2 February 2026,retail,buy,2,Yangzijiang Shipbuilding,BS6,55.468773
2026-02-02,2 February 2026,retail,buy,3,iFast Corporation,AIY,33.85026
2026-02-02,2 February 2026,retail,buy,4,CapitaLand Ascendas REIT,A17U,19.733535
2026-02-02,2 February 2026,retail,buy,5,ST Engineering,S63,18.799245
2026-02-02,2 February 2026,retail,buy,6,OCBC,O39,15.206
2026-02-02,2 February 2026,retail,buy,7,Seatrium,5E2,13.8186
2026-02-02,2 February 2026,retail,buy,8,UMS,558,11.392788
2026-02-02,2 February 2026,retail,buy,9,Keppel REIT,K71U,11.310199
2026-02-02,2 February 2026,retail,buy,10,SGX,S68,11.242976
2026-02-02,2 February 2026,retail,sell,1,SIA,C6L,-94.286466
2026-02-02,2 February 2026,retail,sell,2,Keppel,BN4,-51.595475
2026-02-02,2 February 2026,retail,sell,3,Singtel,Z74,-28.9203478
2026-02-02,2 February 2026,retail,sell,4,City Developments,C09,-19.839045
2026-02-02,2 February 2026,retail,sell,5,CapitaLand Integrated Commercial Trust,C38U,-18.407274
2026-02-02,2 February 2026,retail,sell,6,CapitaLand Investment,9CI,-16.292336
2026-02-02,2 February 2026,retail,sell,7,UOB,U11,-14.279531
2026-02-02,2 February 2026,retail,sell,8,Wilmar International,F34,-12.647596
2026-02-02,2 February 2026,retail,sell,9,Jardine Matheson,J36,-9.415408922000001
2026-02-02,2 February 2026,retail,sell,10,Sheng Siong,OV8,-8.950154
2026-02-09,9 February 2026,institutional,buy,1,SIA,C6L,93.303554
2026-02-09,9 February 2026,institutional,buy,2,UOB,U11,86.314218
2026-02-09,9 February 2026,institutional,buy,3,Singtel,Z74,74.772109
2026-02-09,9 February 2026,institutional,buy,4,Yangzijiang Shipbuilding,BS6,61.416753
2026-02-09,9 February 2026,institutional,buy,5,CapitaLand Investment,9CI,61.231716
2026-02-09,9 February 2026,institutional,buy,6,SGX,S68,49.867303
2026-02-09,9 February 2026,institutional,buy,7,Genting Singapore,G13,21.5346375
2026-02-09,9 February 2026,institutional,buy,8,Keppel,BN4,15.179763
2026-02-09,9 February 2026,institutional,buy,9,OCBC,O39,15.034372
2026-02-09,9 February 2026,institutional,buy,10,Wilmar International,F34,14.665462
2026-02-09,9 February 2026,institutional,sell,1,DBS,D05,-513.435613
2026-02-09,9 February 2026,institutional,sell,2,iFast Corporation,AIY,-43.846032
2026-02-09,9 February 2026,institutional,sell,3,CapitaLand Ascendas REIT,A17U,-42.063771
2026-02-09,9 February 2026,institutional,sell,4,Jardine Matheson,J36,-22.3564133877
